,Unnamed: 0.1,Unnamed: 0,b1,b2,theta_upper,theta_lower,fc,fd,pi,CC,DD,CD,DC,P1,P2,Mixed
458693,458693,458693.0,0.2,0.75,0.85,0.1,1,1,0.5,False,False,True,True,0.5,0.5,True
458694,458694,458694.0,0.2,0.75,0.9,0.1,1,1,0.5,False,False,True,True,0.5,0.5,True
458695,458695,458695.0,0.2,0.75,0.95,0.1,1,1,0.5,False,False,True,True,0.5,0.5,True
458696,458696,458696.0,0.2,0.75,1.0,0.1,1,1,0.5,False,False,True,True,0.5,0.5,True
458699,458699,458699.0,0.2,0.75,0.3,0.15,1,1,0.5,False,False,True,True,0.5,0.5,True
458700,458700,458700.0,0.2,0.75,0.35,0.15,1,1,0.5,False,False,True,True,0.5,0.5,True
458701,458701,458701.0,0.2,0.75,0.4,0.15,1,1,0.5,False,False,True,True,0.5,0.5,True
458702,458702,458702.0,0.2,0.75,0.45,0.15,1,1,0.5,False,False,True,True,0.5,0.5,True
458703,458703,458703.0,0.2,0.75,0.5,0.15,1,1,0.5,False,False,True,True,0.5,0.5,True
458704,458704,458704.0,0.2,0.75,0.55,0.15,1,1,0.5,False,False,True,True,0.5,0.5,True
458705,458705,458705.0,0.2,0.75,0.6,0.15,1,1,0.5,False,False,True,True,0.5,0.5,True
458706,458706,458706.0,0.2,0.75,0.65,0.15,1,1,0.5,False,False,True,True,0.5,0.5,True
458707,458707,458707.0,0.2,0.75,0.7,0.15,1,1,0.5,False,False,True,True,0.5,0.5,True
458708,458708,458708.0,0.2,0.75,0.75,0.15,1,1,0.5,False,False,True,True,0.5,0.5,True
458709,458709,458709.0,0.2,0.75,0.8,0.15,1,1,0.5,False,False,True,True,0.5,0.5,True
458710,458710,458710.0,0.2,0.75,0.85,0.15,1,1,0.5,False,False,True,True,0.5,0.5,True
458711,458711,458711.0,0.2,0.75,0.9,0.15,1,1,0.5,False,False,True,True,0.5,0.5,True
458712,458712,458712.0,0.2,0.75,0.95,0.15,1,1,0.5,False,False,True,True,0.5,0.5,True
458713,458713,458713.0,0.2,0.75,1.0,0.15,1,1,0.5,False,False,True,True,0.5,0.5,True
458715,458715,458715.0,0.2,0.75,0.3,0.2,1,1,0.5,False,False,True,True,0.5,0.5,True
458716,458716,458716.0,0.2,0.75,0.35,0.2,1,1,0.5,False,False,True,True,0.5,0.5,True
458717,458717,458717.0,0.2,0.75,0.4,0.2,1,1,0.5,False,False,True,True,0.5,0.5,True
458718,458718,458718.0,0.2,0.75,0.45,0.2,1,1,0.5,False,False,True,True,0.5,0.5,True
458719,458719,458719.0,0.2,0.75,0.5,0.2,1,1,0.5,False,False,True,True,0.5,0.5,True
458720,458720,458720.0,0.2,0.75,0.55,0.2,1,1,0.5,False,False,True,True,0.5,0.5,True
458721,458721,458721.0,0.2,0.75,0.6,0.2,1,1,0.5,False,False,True,True,0.5,0.5,True
458722,458722,458722.0,0.2,0.75,0.65,0.2,1,1,0.5,False,False,True,True,0.5,0.5,True
458723,458723,458723.0,0.2,0.75,0.7,0.2,1,1,0.5,False,False,True,True,0.5,0.5,True
458724,458724,458724.0,0.2,0.75,0.75,0.2,1,1,0.5,False,False,True,True,0.5,0.5,True
458725,458725,458725.0,0.2,0.75,0.8,0.2,1,1,0.5,False,False,True,True,0.5,0.5,True
458726,458726,458726.0,0.2,0.75,0.85,0.2,1,1,0.5,False,False,True,True,0.5,0.5,True
458727,458727,458727.0,0.2,0.75,0.9,0.2,1,1,0.5,False,False,True,True,0.5,0.5,True
458728,458728,458728.0,0.2,0.75,0.95,0.2,1,1,0.5,False,False,True,True,0.5,0.5,True
458729,458729,458729.0,0.2,0.75,1.0,0.2,1,1,0.5,False,False,True,True,0.5,0.5,True
458730,458730,458730.0,0.2,0.75,0.3,0.25,1,1,0.5,False,False,True,True,0.5,0.5,True
458731,458731,458731.0,0.2,0.75,0.35,0.25,1,1,0.5,False,False,True,True,0.5,0.5,True
458732,458732,458732.0,0.2,0.75,0.4,0.25,1,1,0.5,False,False,True,True,0.5,0.5,True
458733,458733,458733.0,0.2,0.75,0.45,0.25,1,1,0.5,False,False,True,True,0.5,0.5,True
458734,458734,458734.0,0.2,0.75,0.5,0.25,1,1,0.5,False,False,True,True,0.5,0.5,True
458735,458735,458735.0,0.2,0.75,0.55,0.25,1,1,0.5,False,False,True,True,0.5,0.5,True
458736,458736,458736.0,0.2,0.75,0.6,0.25,1,1,0.5,False,False,True,True,0.5,0.5,True
458737,458737,458737.0,0.2,0.75,0.65,0.25,1,1,0.5,False,False,True,True,0.5,0.5,True
458738,458738,458738.0,0.2,0.75,0.7,0.25,1,1,0.5,False,False,True,True,0.5,0.5,True
458739,458739,458739.0,0.2,0.75,0.75,0.25,1,1,0.5,False,False,True,True,0.5,0.5,True
458740,458740,458740.0,0.2,0.75,0.8,0.25,1,1,0.5,False,False,True,True,0.5,0.5,True
458741,458741,458741.0,0.2,0.75,0.85,0.25,1,1,0.5,False,False,True,True,0.5,0.5,True
458742,458742,458742.0,0.2,0.75,0.9,0.25,1,1,0.5,False,False,True,True,0.5,0.5,True
458743,458743,458743.0,0.2,0.75,0.95,0.25,1,1,0.5,False,False,True,True,0.5,0.5,True
458744,458744,458744.0,0.2,0.75,1.0,0.25,1,1,0.5,False,False,True,True,0.5,0.5,True
458856,458856,458856.0,0.2,0.8,0.35,0.0,1,1,0.5,False,False,True,True,0.5,0.5,True
458857,458857,458857.0,0.2,0.8,0.4,0.0,1,1,0.5,False,False,True,True,0.5,0.5,True
458858,458858,458858.0,0.2,0.8,0.45,0.0,1,1,0.5,False,False,True,True,0.5,0.5,True
458859,458859,458859.0,0.2,0.8,0.5,0.0,1,1,0.5,False,False,True,True,0.5,0.5,True
458860,458860,458860.0,0.2,0.8,0.55,0.0,1,1,0.5,False,False,True,True,0.5,0.5,True
458861,458861,458861.0,0.2,0.8,0.6,0.0,1,1,0.5,False,False,True,True,0.5,0.5,True
458862,458862,458862.0,0.2,0.8,0.65,0.0,1,1,0.5,False,False,True,True,0.5,0.5,True
458863,458863,458863.0,0.2,0.8,0.7,0.0,1,1,0.5,False,False,True,True,0.5,0.5,True
458864,458864,458864.0,0.2,0.8,0.75,0.0,1,1,0.5,False,False,True,True,0.5,0.5,True
458865,458865,458865.0,0.2,0.8,0.8,0.0,1,1,0.5,False,False,True,True,0.5,0.5,True
458866,458866,458866.0,0.2,0.8,0.85,0.0,1,1,0.5,False,False,True,True,0.5,0.5,True
458867,458867,458867.0,0.2,0.8,0.9,0.0,1,1,0.5,False,False,True,True,0.5,0.5,True
458868,458868,458868.0,0.2,0.8,0.95,0.0,1,1,0.5,False,False,True,True,0.5,0.5,True
458869,458869,458869.0,0.2,0.8,1.0,0.0,1,1,0.5,False,False,True,True,0.5,0.5,True
458875,458875,458875.0,0.2,0.8,0.35,0.05,1,1,0.5,False,False,True,True,0.5,0.5,True
458876,458876,458876.0,0.2,0.8,0.4,0.05,1,1,0.5,False,False,True,True,0.5,0.5,True
458877,458877,458877.0,0.2,0.8,0.45,0.05,1,1,0.5,False,False,True,True,0.5,0.5,True
458878,458878,458878.0,0.2,0.8,0.5,0.05,1,1,0.5,False,False,True,True,0.5,0.5,True
458879,458879,458879.0,0.2,0.8,0.55,0.05,1,1,0.5,False,False,True,True,0.5,0.5,True
458880,458880,458880.0,0.2,0.8,0.6,0.05,1,1,0.5,False,False,True,True,0.5,0.5,True
458881,458881,458881.0,0.2,0.8,0.65,0.05,1,1,0.5,False,False,True,True,0.5,0.5,True
458882,458882,458882.0,0.2,0.8,0.7,0.05,1,1,0.5,False,False,True,True,0.5,0.5,True
458883,458883,458883.0,0.2,0.8,0.75,0.05,1,1,0.5,False,False,True,True,0.5,0.5,True
458884,458884,458884.0,0.2,0.8,0.8,0.05,1,1,0.5,False,False,True,True,0.5,0.5,True
458885,458885,458885.0,0.2,0.8,0.85,0.05,1,1,0.5,False,False,True,True,0.5,0.5,True
458886,458886,458886.0,0.2,0.8,0.9,0.05,1,1,0.5,False,False,True,True,0.5,0.5,True
458887,458887,458887.0,0.2,0.8,0.95,0.05,1,1,0.5,False,False,True,True,0.5,0.5,True
458888,458888,458888.0,0.2,0.8,1.0,0.05,1,1,0.5,False,False,True,True,0.5,0.5,True
458893,458893,458893.0,0.2,0.8,0.35,0.1,1,1,0.5,False,False,True,True,0.5,0.5,True
458894,458894,458894.0,0.2,0.8,0.4,0.1,1,1,0.5,False,False,True,True,0.5,0.5,True
458895,458895,458895.0,0.2,0.8,0.45,0.1,1,1,0.5,False,False,True,True,0.5,0.5,True
458896,458896,458896.0,0.2,0.8,0.5,0.1,1,1,0.5,False,False,True,True,0.5,0.5,True
458897,458897,458897.0,0.2,0.8,0.55,0.1,1,1,0.5,False,False,True,True,0.5,0.5,True
458898,458898,458898.0,0.2,0.8,0.6,0.1,1,1,0.5,False,False,True,True,0.5,0.5,True
458899,458899,458899.0,0.2,0.8,0.65,0.1,1,1,0.5,False,False,True,True,0.5,0.5,True
458900,458900,458900.0,0.2,0.8,0.7,0.1,1,1,0.5,False,False,True,True,0.5,0.5,True
458901,458901,458901.0,0.2,0.8,0.75,0.1,1,1,0.5,False,False,True,True,0.5,0.5,True
458902,458902,458902.0,0.2,0.8,0.8,0.1,1,1,0.5,False,False,True,True,0.5,0.5,True
458903,458903,458903.0,0.2,0.8,0.85,0.1,1,1,0.5,False,False,True,True,0.5,0.5,True
458904,458904,458904.0,0.2,0.8,0.9,0.1,1,1,0.5,False,False,True,True,0.5,0.5,True
458905,458905,458905.0,0.2,0.8,0.95,0.1,1,1,0.5,False,False,True,True,0.5,0.5,True
458906,458906,458906.0,0.2,0.8,1.0,0.1,1,1,0.5,False,False,True,True,0.5,0.5,True
458910,458910,458910.0,0.2,0.8,0.35,0.15,1,1,0.5,False,False,True,True,0.5,0.5,True
458911,458911,458911.0,0.2,0.8,0.4,0.15,1,1,0.5,False,False,True,True,0.5,0.5,True
458912,458912,458912.0,0.2,0.8,0.45,0.15,1,1,0.5,False,False,True,True,0.5,0.5,True
458913,458913,458913.0,0.2,0.8,0.5,0.15,1,1,0.5,False,False,True,True,0.5,0.5,True
458914,458914,458914.0,0.2,0.8,0.55,0.15,1,1,0.5,False,False,True,True,0.5,0.5,True
458915,458915,458915.0,0.2,0.8,0.6,0.15,1,1,0.5,False,False,True,True,0.5,0.5,True
458916,458916,458916.0,0.2,0.8,0.65,0.15,1,1,0.5,False,False,True,True,0.5,0.5,True
458917,458917,458917.0,0.2,0.8,0.7,0.15,1,1,0.5,False,False,True,True,0.5,0.5,True
458918,458918,458918.0,0.2,0.8,0.75,0.15,1,1,0.5,False,False,True,True,0.5,0.5,True
458919,458919,458919.0,0.2,0.8,0.8,0.15,1,1,0.5,False,False,True,True,0.5,0.5,True
458920,458920,458920.0,0.2,0.8,0.85,0.15,1,1,0.5,False,False,True,True,0.5,0.5,True
458921,458921,458921.0,0.2,0.8,0.9,0.15,1,1,0.5,False,False,True,True,0.5,0.5,True
458922,458922,458922.0,0.2,0.8,0.95,0.15,1,1,0.5,False,False,True,True,0.5,0.5,True
458923,458923,458923.0,0.2,0.8,1.0,0.15,1,1,0.5,False,False,True,True,0.5,0.5,True
458926,458926,458926.0,0.2,0.8,0.35,0.2,1,1,0.5,False,False,True,True,0.5,0.5,True
458927,458927,458927.0,0.2,0.8,0.4,0.2,1,1,0.5,False,False,True,True,0.5,0.5,True
458928,458928,458928.0,0.2,0.8,0.45,0.2,1,1,0.5,False,False,True,True,0.5,0.5,True
458929,458929,458929.0,0.2,0.8,0.5,0.2,1,1,0.5,False,False,True,True,0.5,0.5,True
458930,458930,458930.0,0.2,0.8,0.55,0.2,1,1,0.5,False,False,True,True,0.5,0.5,True
458931,458931,458931.0,0.2,0.8,0.6,0.2,1,1,0.5,False,False,True,True,0.5,0.5,True
458932,458932,458932.0,0.2,0.8,0.65,0.2,1,1,0.5,False,False,True,True,0.5,0.5,True
458933,458933,458933.0,0.2,0.8,0.7,0.2,1,1,0.5,False,False,True,True,0.5,0.5,True
458934,458934,458934.0,0.2,0.8,0.75,0.2,1,1,0.5,False,False,True,True,0.5,0.5,True
458935,458935,458935.0,0.2,0.8,0.8,0.2,1,1,0.5,False,False,True,True,0.5,0.5,True
458936,458936,458936.0,0.2,0.8,0.85,0.2,1,1,0.5,False,False,True,True,0.5,0.5,True
458937,458937,458937.0,0.2,0.8,0.9,0.2,1,1,0.5,False,False,True,True,0.5,0.5,True
458938,458938,458938.0,0.2,0.8,0.95,0.2,1,1,0.5,False,False,True,True,0.5,0.5,True
458939,458939,458939.0,0.2,0.8,1.0,0.2,1,1,0.5,False,False,True,True,0.5,0.5,True
458941,458941,458941.0,0.2,0.8,0.35,0.25,1,1,0.5,False,False,True,True,0.5,0.5,True
458942,458942,458942.0,0.2,0.8,0.4,0.25,1,1,0.5,False,False,True,True,0.5,0.5,True
458943,458943,458943.0,0.2,0.8,0.45,0.25,1,1,0.5,False,False,True,True,0.5,0.5,True
458944,458944,458944.0,0.2,0.8,0.5,0.25,1,1,0.5,False,False,True,True,0.5,0.5,True
458945,458945,458945.0,0.2,0.8,0.55,0.25,1,1,0.5,False,False,True,True,0.5,0.5,True
458946,458946,458946.0,0.2,0.8,0.6,0.25,1,1,0.5,False,False,True,True,0.5,0.5,True
458947,458947,458947.0,0.2,0.8,0.65,0.25,1,1,0.5,False,False,True,True,0.5,0.5,True
458948,458948,458948.0,0.2,0.8,0.7,0.25,1,1,0.5,False,False,True,True,0.5,0.5,True
458949,458949,458949.0,0.2,0.8,0.75,0.25,1,1,0.5,False,False,True,True,0.5,0.5,True
458950,458950,458950.0,0.2,0.8,0.8,0.25,1,1,0.5,False,False,True,True,0.5,0.5,True
458951,458951,458951.0,0.2,0.8,0.85,0.25,1,1,0.5,False,False,True,True,0.5,0.5,True
458952,458952,458952.0,0.2,0.8,0.9,0.25,1,1,0.5,False,False,True,True,0.5,0.5,True
458953,458953,458953.0,0.2,0.8,0.95,0.25,1,1,0.5,False,False,True,True,0.5,0.5,True
458954,458954,458954.0,0.2,0.8,1.0,0.25,1,1,0.5,False,False,True,True,0.5,0.5,True
459066,459066,459066.0,0.2,0.85,0.35,0.0,1,1,0.5,False,False,True,True,0.5,0.5,True
459067,459067,459067.0,0.2,0.85,0.4,0.0,1,1,0.5,False,False,True,True,0.5,0.5,True
459068,459068,459068.0,0.2,0.85,0.45,0.0,1,1,0.5,False,False,True,True,0.5,0.5,True
459069,459069,459069.0,0.2,0.85,0.5,0.0,1,1,0.5,False,False,True,True,0.5,0.5,True
459070,459070,459070.0,0.2,0.85,0.55,0.0,1,1,0.5,False,False,True,True,0.5,0.5,True
459071,459071,459071.0,0.2,0.85,0.6,0.0,1,1,0.5,False,False,True,True,0.5,0.5,True
459072,459072,459072.0,0.2,0.85,0.65,0.0,1,1,0.5,False,False,True,True,0.5,0.5,True
459073,459073,459073.0,0.2,0.85,0.7,0.0,1,1,0.5,False,False,True,True,0.5,0.5,True
459074,459074,459074.0,0.2,0.85,0.75,0.0,1,1,0.5,False,False,True,True,0.5,0.5,True
459075,459075,459075.0,0.2,0.85,0.8,0.0,1,1,0.5,False,False,True,True,0.5,0.5,True
459076,459076,459076.0,0.2,0.85,0.85,0.0,1,1,0.5,False,False,True,True,0.5,0.5,True
459077,459077,459077.0,0.2,0.85,0.9,0.0,1,1,0.5,False,False,True,True,0.5,0.5,True
459078,459078,459078.0,0.2,0.85,0.95,0.0,1,1,0.5,False,False,True,True,0.5,0.5,True
459079,459079,459079.0,0.2,0.85,1.0,0.0,1,1,0.5,False,False,True,True,0.5,0.5,True
459085,459085,459085.0,0.2,0.85,0.35,0.05,1,1,0.5,False,False,True,True,0.5,0.5,True
459086,459086,459086.0,0.2,0.85,0.4,0.05,1,1,0.5,False,False,True,True,0.5,0.5,True
459087,459087,459087.0,0.2,0.85,0.45,0.05,1,1,0.5,False,False,True,True,0.5,0.5,True
459088,459088,459088.0,0.2,0.85,0.5,0.05,1,1,0.5,False,False,True,True,0.5,0.5,True
459089,459089,459089.0,0.2,0.85,0.55,0.05,1,1,0.5,False,False,True,True,0.5,0.5,True
459090,459090,459090.0,0.2,0.85,0.6,0.05,1,1,0.5,False,False,True,True,0.5,0.5,True
459091,459091,459091.0,0.2,0.85,0.65,0.05,1,1,0.5,False,False,True,True,0.5,0.5,True
459092,459092,459092.0,0.2,0.85,0.7,0.05,1,1,0.5,False,False,True,True,0.5,0.5,True
459093,459093,459093.0,0.2,0.85,0.75,0.05,1,1,0.5,False,False,True,True,0.5,0.5,True
459094,459094,459094.0,0.2,0.85,0.8,0.05,1,1,0.5,False,False,True,True,0.5,0.5,True
459095,459095,459095.0,0.2,0.85,0.85,0.05,1,1,0.5,False,False,True,True,0.5,0.5,True
459096,459096,459096.0,0.2,0.85,0.9,0.05,1,1,0.5,False,False,True,True,0.5,0.5,True
459097,459097,459097.0,0.2,0.85,0.95,0.05,1,1,0.5,False,False,True,True,0.5,0.5,True
459098,459098,459098.0,0.2,0.85,1.0,0.05,1,1,0.5,False,False,True,True,0.5,0.5,True
459103,459103,459103.0,0.2,0.85,0.35,0.1,1,1,0.5,False,False,True,True,0.5,0.5,True
459104,459104,459104.0,0.2,0.85,0.4,0.1,1,1,0.5,False,False,True,True,0.5,0.5,True
459105,459105,459105.0,0.2,0.85,0.45,0.1,1,1,0.5,False,False,True,True,0.5,0.5,True
459106,459106,459106.0,0.2,0.85,0.5,0.1,1,1,0.5,False,False,True,True,0.5,0.5,True
459107,459107,459107.0,0.2,0.85,0.55,0.1,1,1,0.5,False,False,True,True,0.5,0.5,True
459108,459108,459108.0,0.2,0.85,0.6,0.1,1,1,0.5,False,False,True,True,0.5,0.5,True
459109,459109,459109.0,0.2,0.85,0.65,0.1,1,1,0.5,False,False,True,True,0.5,0.5,True
459110,459110,459110.0,0.2,0.85,0.7,0.1,1,1,0.5,False,False,True,True,0.5,0.5,True
459111,459111,459111.0,0.2,0.85,0.75,0.1,1,1,0.5,False,False,True,True,0.5,0.5,True
459112,459112,459112.0,0.2,0.85,0.8,0.1,1,1,0.5,False,False,True,True,0.5,0.5,True
459113,459113,459113.0,0.2,0.85,0.85,0.1,1,1,0.5,False,False,True,True,0.5,0.5,True
459114,459114,459114.0,0.2,0.85,0.9,0.1,1,1,0.5,False,False,True,True,0.5,0.5,True
459115,459115,459115.0,0.2,0.85,0.95,0.1,1,1,0.5,False,False,True,True,0.5,0.5,True
459116,459116,459116.0,0.2,0.85,1.0,0.1,1,1,0.5,False,False,True,True,0.5,0.5,True
459120,459120,459120.0,0.2,0.85,0.35,0.15,1,1,0.5,False,False,True,True,0.5,0.5,True
459121,459121,459121.0,0.2,0.85,0.4,0.15,1,1,0.5,False,False,True,True,0.5,0.5,True
459122,459122,459122.0,0.2,0.85,0.45,0.15,1,1,0.5,False,False,True,True,0.5,0.5,True
459123,459123,459123.0,0.2,0.85,0.5,0.15,1,1,0.5,False,False,True,True,0.5,0.5,True
459124,459124,459124.0,0.2,0.85,0.55,0.15,1,1,0.5,False,False,True,True,0.5,0.5,True
459125,459125,459125.0,0.2,0.85,0.6,0.15,1,1,0.5,False,False,True,True,0.5,0.5,True
459126,459126,459126.0,0.2,0.85,0.65,0.15,1,1,0.5,False,False,True,True,0.5,0.5,True
459127,459127,459127.0,0.2,0.85,0.7,0.15,1,1,0.5,False,False,True,True,0.5,0.5,True
459128,459128,459128.0,0.2,0.85,0.75,0.15,1,1,0.5,False,False,True,True,0.5,0.5,True
459129,459129,459129.0,0.2,0.85,0.8,0.15,1,1,0.5,False,False,True,True,0.5,0.5,True
459130,459130,459130.0,0.2,0.85,0.85,0.15,1,1,0.5,False,False,True,True,0.5,0.5,True
459131,459131,459131.0,0.2,0.85,0.9,0.15,1,1,0.5,False,False,True,True,0.5,0.5,True
459132,459132,459132.0,0.2,0.85,0.95,0.15,1,1,0.5,False,False,True,True,0.5,0.5,True
459133,459133,459133.0,0.2,0.85,1.0,0.15,1,1,0.5,False,False,True,True,0.5,0.5,True
459136,459136,459136.0,0.2,0.85,0.35,0.2,1,1,0.5,False,False,True,True,0.5,0.5,True
459137,459137,459137.0,0.2,0.85,0.4,0.2,1,1,0.5,False,False,True,True,0.5,0.5,True
459138,459138,459138.0,0.2,0.85,0.45,0.2,1,1,0.5,False,False,True,True,0.5,0.5,True
459139,459139,459139.0,0.2,0.85,0.5,0.2,1,1,0.5,False,False,True,True,0.5,0.5,True
459140,459140,459140.0,0.2,0.85,0.55,0.2,1,1,0.5,False,False,True,True,0.5,0.5,True
459141,459141,459141.0,0.2,0.85,0.6,0.2,1,1,0.5,False,False,True,True,0.5,0.5,True
459142,459142,459142.0,0.2,0.85,0.65,0.2,1,1,0.5,False,False,True,True,0.5,0.5,True
459143,459143,459143.0,0.2,0.85,0.7,0.2,1,1,0.5,False,False,True,True,0.5,0.5,True
459144,459144,459144.0,0.2,0.85,0.75,0.2,1,1,0.5,False,False,True,True,0.5,0.5,True
459145,459145,459145.0,0.2,0.85,0.8,0.2,1,1,0.5,False,False,True,True,0.5,0.5,True
459146,459146,459146.0,0.2,0.85,0.85,0.2,1,1,0.5,False,False,True,True,0.5,0.5,True
459147,459147,459147.0,0.2,0.85,0.9,0.2,1,1,0.5,False,False,True,True,0.5,0.5,True
459148,459148,459148.0,0.2,0.85,0.95,0.2,1,1,0.5,False,False,True,True,0.5,0.5,True
459149,459149,459149.0,0.2,0.85,1.0,0.2,1,1,0.5,False,False,True,True,0.5,0.5,True
459151,459151,459151.0,0.2,0.85,0.35,0.25,1,1,0.5,False,False,True,True,0.5,0.5,True
459152,459152,459152.0,0.2,0.85,0.4,0.25,1,1,0.5,False,False,True,True,0.5,0.5,True
459153,459153,459153.0,0.2,0.85,0.45,0.25,1,1,0.5,False,False,True,True,0.5,0.5,True
459154,459154,459154.0,0.2,0.85,0.5,0.25,1,1,0.5,False,False,True,True,0.5,0.5,True
459155,459155,459155.0,0.2,0.85,0.55,0.25,1,1,0.5,False,False,True,True,0.5,0.5,True
459156,459156,459156.0,0.2,0.85,0.6,0.25,1,1,0.5,False,False,True,True,0.5,0.5,True
459157,459157,459157.0,0.2,0.85,0.65,0.25,1,1,0.5,False,False,True,True,0.5,0.5,True
459158,459158,459158.0,0.2,0.85,0.7,0.25,1,1,0.5,False,False,True,True,0.5,0.5,True
459159,459159,459159.0,0.2,0.85,0.75,0.25,1,1,0.5,False,False,True,True,0.5,0.5,True
459160,459160,459160.0,0.2,0.85,0.8,0.25,1,1,0.5,False,False,True,True,0.5,0.5,True
459161,459161,459161.0,0.2,0.85,0.85,0.25,1,1,0.5,False,False,True,True,0.5,0.5,True
459162,459162,459162.0,0.2,0.85,0.9,0.25,1,1,0.5,False,False,True,True,0.5,0.5,True
459163,459163,459163.0,0.2,0.85,0.95,0.25,1,1,0.5,False,False,True,True,0.5,0.5,True
459164,459164,459164.0,0.2,0.85,1.0,0.25,1,1,0.5,False,False,True,True,0.5,0.5,True
459165,459165,459165.0,0.2,0.85,0.35,0.3,1,1,0.5,False,False,True,True,0.5,0.5,True
459166,459166,459166.0,0.2,0.85,0.4,0.3,1,1,0.5,False,False,True,True,0.5,0.5,True
459167,459167,459167.0,0.2,0.85,0.45,0.3,1,1,0.5,False,False,True,True,0.5,0.5,True
459168,459168,459168.0,0.2,0.85,0.5,0.3,1,1,0.5,False,False,True,True,0.5,0.5,True
459169,459169,459169.0,0.2,0.85,0.55,0.3,1,1,0.5,False,False,True,True,0.5,0.5,True
459170,459170,459170.0,0.2,0.85,0.6,0.3,1,1,0.5,False,False,True,True,0.5,0.5,True
459171,459171,459171.0,0.2,0.85,0.65,0.3,1,1,0.5,False,False,True,True,0.5,0.5,True
459172,459172,459172.0,0.2,0.85,0.7,0.3,1,1,0.5,False,False,True,True,0.5,0.5,True
459173,459173,459173.0,0.2,0.85,0.75,0.3,1,1,0.5,False,False,True,True,0.5,0.5,True
459174,459174,459174.0,0.2,0.85,0.8,0.3,1,1,0.5,False,False,True,True,0.5,0.5,True
459175,459175,459175.0,0.2,0.85,0.85,0.3,1,1,0.5,False,False,True,True,0.5,0.5,True
459176,459176,459176.0,0.2,0.85,0.9,0.3,1,1,0.5,False,False,True,True,0.5,0.5,True
459177,459177,459177.0,0.2,0.85,0.95,0.3,1,1,0.5,False,False,True,True,0.5,0.5,True
459178,459178,459178.0,0.2,0.85,1.0,0.3,1,1,0.5,False,False,True,True,0.5,0.5,True
459277,459277,459277.0,0.2,0.9,0.4,0.0,1,1,0.5,False,False,True,True,0.5,0.5,True
459278,459278,459278.0,0.2,0.9,0.45,0.0,1,1,0.5,False,False,True,True,0.5,0.5,True
459279,459279,459279.0,0.2,0.9,0.5,0.0,1,1,0.5,False,False,True,True,0.5,0.5,True
459280,459280,459280.0,0.2,0.9,0.55,0.0,1,1,0.5,False,False,True,True,0.5,0.5,True
459281,459281,459281.0,0.2,0.9,0.6,0.0,1,1,0.5,False,False,True,True,0.5,0.5,True
459282,459282,459282.0,0.2,0.9,0.65,0.0,1,1,0.5,False,False,True,True,0.5,0.5,True
459283,459283,459283.0,0.2,0.9,0.7,0.0,1,1,0.5,False,False,True,True,0.5,0.5,True
459284,459284,459284.0,0.2,0.9,0.75,0.0,1,1,0.5,False,False,True,True,0.5,0.5,True
459285,459285,459285.0,0.2,0.9,0.8,0.0,1,1,0.5,False,False,True,True,0.5,0.5,True
459286,459286,459286.0,0.2,0.9,0.85,0.0,1,1,0.5,False,False,True,True,0.5,0.5,True
459287,459287,459287.0,0.2,0.9,0.9,0.0,1,1,0.5,False,False,True,True,0.5,0.5,True
459288,459288,459288.0,0.2,0.9,0.95,0.0,1,1,0.5,False,False,True,True,0.5,0.5,True
459289,459289,459289.0,0.2,0.9,1.0,0.0,1,1,0.5,False,False,True,True,0.5,0.5,True
459296,459296,459296.0,0.2,0.9,0.4,0.05,1,1,0.5,False,False,True,True,0.5,0.5,True
459297,459297,459297.0,0.2,0.9,0.45,0.05,1,1,0.5,False,False,True,True,0.5,0.5,True
459298,459298,459298.0,0.2,0.9,0.5,0.05,1,1,0.5,False,False,True,True,0.5,0.5,True
459299,459299,459299.0,0.2,0.9,0.55,0.05,1,1,0.5,False,False,True,True,0.5,0.5,True
459300,459300,459300.0,0.2,0.9,0.6,0.05,1,1,0.5,False,False,True,True,0.5,0.5,True
459301,459301,459301.0,0.2,0.9,0.65,0.05,1,1,0.5,False,False,True,True,0.5,0.5,True
459302,459302,459302.0,0.2,0.9,0.7,0.05,1,1,0.5,False,False,True,True,0.5,0.5,True
459303,459303,459303.0,0.2,0.9,0.75,0.05,1,1,0.5,False,False,True,True,0.5,0.5,True
459304,459304,459304.0,0.2,0.9,0.8,0.05,1,1,0.5,False,False,True,True,0.5,0.5,True
459305,459305,459305.0,0.2,0.9,0.85,0.05,1,1,0.5,False,False,True,True,0.5,0.5,True
459306,459306,459306.0,0.2,0.9,0.9,0.05,1,1,0.5,False,False,True,True,0.5,0.5,True
459307,459307,459307.0,0.2,0.9,0.95,0.05,1,1,0.5,False,False,True,True,0.5,0.5,True
459308,459308,459308.0,0.2,0.9,1.0,0.05,1,1,0.5,False,False,True,True,0.5,0.5,True
459314,459314,459314.0,0.2,0.9,0.4,0.1,1,1,0.5,False,False,True,True,0.5,0.5,True
459315,459315,459315.0,0.2,0.9,0.45,0.1,1,1,0.5,False,False,True,True,0.5,0.5,True
459316,459316,459316.0,0.2,0.9,0.5,0.1,1,1,0.5,False,False,True,True,0.5,0.5,True
459317,459317,459317.0,0.2,0.9,0.55,0.1,1,1,0.5,False,False,True,True,0.5,0.5,True
459318,459318,459318.0,0.2,0.9,0.6,0.1,1,1,0.5,False,False,True,True,0.5,0.5,True
