,Unnamed: 0.1,Unnamed: 0,b1,b2,theta_upper,theta_lower,fc,fd,pi,CC,DD,CD,DC,P1,P2,Mixed
392528,392528,392528.0,0.7,0.75,1.0,0.05,1,1,0.4,False,False,True,True,0.262,0.262,True
392715,392715,392715.0,0.7,0.8,0.8,0.0,1,1,0.4,False,False,True,True,0.275,0.275,True
392716,392716,392716.0,0.7,0.8,0.85,0.0,1,1,0.4,False,False,True,True,0.282,0.282,True
392717,392717,392717.0,0.7,0.8,0.9,0.0,1,1,0.4,False,False,True,True,0.289,0.289,True
392718,392718,392718.0,0.7,0.8,0.95,0.0,1,1,0.4,False,False,True,True,0.295,0.295,True
392719,392719,392719.0,0.7,0.8,1.0,0.0,1,1,0.4,False,False,True,True,0.3,0.3,True
392925,392925,392925.0,0.7,0.85,0.8,0.0,1,1,0.4,False,False,True,True,0.288,0.288,True
392926,392926,392926.0,0.7,0.85,0.85,0.0,1,1,0.4,False,False,True,True,0.294,0.294,True
392927,392927,392927.0,0.7,0.85,0.9,0.0,1,1,0.4,False,False,True,True,0.3,0.3,True
392928,392928,392928.0,0.7,0.85,0.95,0.0,1,1,0.4,False,False,True,True,0.305,0.305,True
392929,392929,392929.0,0.7,0.85,1.0,0.0,1,1,0.4,False,False,True,True,0.31,0.31,True
393136,393136,393136.0,0.7,0.9,0.85,0.0,1,1,0.4,False,False,True,True,0.306,0.306,True
393137,393137,393137.0,0.7,0.9,0.9,0.0,1,1,0.4,False,False,True,True,0.311,0.311,True
393138,393138,393138.0,0.7,0.9,0.95,0.0,1,1,0.4,False,False,True,True,0.316,0.316,True
393139,393139,393139.0,0.7,0.9,1.0,0.0,1,1,0.4,False,False,True,True,0.32,0.32,True
393346,393346,393346.0,0.7,0.95,0.85,0.0,1,1,0.4,False,False,True,True,0.318,0.318,True
393347,393347,393347.0,0.7,0.95,0.9,0.0,1,1,0.4,False,False,True,True,0.322,0.322,True
393348,393348,393348.0,0.7,0.95,0.95,0.0,1,1,0.4,False,False,True,True,0.326,0.326,True
393349,393349,393349.0,0.7,0.95,1.0,0.0,1,1,0.4,False,False,True,True,0.33,0.33,True
393557,393557,393557.0,0.7,1.0,0.9,0.0,1,1,0.4,False,False,True,True,0.333,0.333,True
393558,393558,393558.0,0.7,1.0,0.95,0.0,1,1,0.4,False,False,True,True,0.337,0.337,True
393559,393559,393559.0,0.7,1.0,1.0,0.0,1,1,0.4,False,False,True,True,0.34,0.34,True
393765,393765,393765.0,0.75,0.8,0.8,0.0,1,1,0.4,False,False,True,True,0.288,0.288,True
393766,393766,393766.0,0.75,0.8,0.85,0.0,1,1,0.4,False,False,True,True,0.294,0.294,True
393767,393767,393767.0,0.75,0.8,0.9,0.0,1,1,0.4,False,False,True,True,0.3,0.3,True
393768,393768,393768.0,0.75,0.8,0.95,0.0,1,1,0.4,False,False,True,True,0.305,0.305,True
393769,393769,393769.0,0.75,0.8,1.0,0.0,1,1,0.4,False,False,True,True,0.31,0.31,True
393788,393788,393788.0,0.75,0.8,1.0,0.05,1,1,0.4,False,False,True,True,0.288,0.288,True
393976,393976,393976.0,0.75,0.85,0.85,0.0,1,1,0.4,False,False,True,True,0.306,0.306,True
393977,393977,393977.0,0.75,0.85,0.9,0.0,1,1,0.4,False,False,True,True,0.311,0.311,True
393978,393978,393978.0,0.75,0.85,0.95,0.0,1,1,0.4,False,False,True,True,0.316,0.316,True
393979,393979,393979.0,0.75,0.85,1.0,0.0,1,1,0.4,False,False,True,True,0.32,0.32,True
394186,394186,394186.0,0.75,0.9,0.85,0.0,1,1,0.4,False,False,True,True,0.318,0.318,True
394187,394187,394187.0,0.75,0.9,0.9,0.0,1,1,0.4,False,False,True,True,0.322,0.322,True
394188,394188,394188.0,0.75,0.9,0.95,0.0,1,1,0.4,False,False,True,True,0.326,0.326,True
394189,394189,394189.0,0.75,0.9,1.0,0.0,1,1,0.4,False,False,True,True,0.33,0.33,True
394397,394397,394397.0,0.75,0.95,0.9,0.0,1,1,0.4,False,False,True,True,0.333,0.333,True
394398,394398,394398.0,0.75,0.95,0.95,0.0,1,1,0.4,False,False,True,True,0.337,0.337,True
394399,394399,394399.0,0.75,0.95,1.0,0.0,1,1,0.4,False,False,True,True,0.34,0.34,True
394607,394607,394607.0,0.75,1.0,0.9,0.0,1,1,0.4,False,False,True,True,0.344,0.344,True
394608,394608,394608.0,0.75,1.0,0.95,0.0,1,1,0.4,False,False,True,True,0.347,0.347,True
394609,394609,394609.0,0.75,1.0,1.0,0.0,1,1,0.4,False,False,True,True,0.35,0.35,True
394816,394816,394816.0,0.8,0.85,0.85,0.0,1,1,0.4,False,False,True,True,0.318,0.318,True
394817,394817,394817.0,0.8,0.85,0.9,0.0,1,1,0.4,False,False,True,True,0.322,0.322,True
394818,394818,394818.0,0.8,0.85,0.95,0.0,1,1,0.4,False,False,True,True,0.326,0.326,True
394819,394819,394819.0,0.8,0.85,1.0,0.0,1,1,0.4,False,False,True,True,0.33,0.33,True
395027,395027,395027.0,0.8,0.9,0.9,0.0,1,1,0.4,False,False,True,True,0.333,0.333,True
395028,395028,395028.0,0.8,0.9,0.95,0.0,1,1,0.4,False,False,True,True,0.337,0.337,True
395029,395029,395029.0,0.8,0.9,1.0,0.0,1,1,0.4,False,False,True,True,0.34,0.34,True
395237,395237,395237.0,0.8,0.95,0.9,0.0,1,1,0.4,False,False,True,True,0.344,0.344,True
395238,395238,395238.0,0.8,0.95,0.95,0.0,1,1,0.4,False,False,True,True,0.347,0.347,True
395239,395239,395239.0,0.8,0.95,1.0,0.0,1,1,0.4,False,False,True,True,0.35,0.35,True
395448,395448,395448.0,0.8,1.0,0.95,0.0,1,1,0.4,False,False,True,True,0.358,0.358,True
395449,395449,395449.0,0.8,1.0,1.0,0.0,1,1,0.4,False,False,True,True,0.36,0.36,True
395657,395657,395657.0,0.85,0.9,0.9,0.0,1,1,0.4,False,False,True,True,0.344,0.344,True
395658,395658,395658.0,0.85,0.9,0.95,0.0,1,1,0.4,False,False,True,True,0.347,0.347,True
395659,395659,395659.0,0.85,0.9,1.0,0.0,1,1,0.4,False,False,True,True,0.35,0.35,True
395868,395868,395868.0,0.85,0.95,0.95,0.0,1,1,0.4,False,False,True,True,0.358,0.358,True
395869,395869,395869.0,0.85,0.95,1.0,0.0,1,1,0.4,False,False,True,True,0.36,0.36,True
396078,396078,396078.0,0.85,1.0,0.95,0.0,1,1,0.4,False,False,True,True,0.368,0.368,True
396079,396079,396079.0,0.85,1.0,1.0,0.0,1,1,0.4,False,False,True,True,0.37,0.37,True
396288,396288,396288.0,0.9,0.95,0.95,0.0,1,1,0.4,False,False,True,True,0.368,0.368,True
396289,396289,396289.0,0.9,0.95,1.0,0.0,1,1,0.4,False,False,True,True,0.37,0.37,True
396499,396499,396499.0,0.9,1.0,1.0,0.0,1,1,0.4,False,False,True,True,0.38,0.38,True
396709,396709,396709.0,0.95,1.0,1.0,0.0,1,1,0.4,False,False,True,True,0.39,0.39,True
396900,396900,396900.0,0.0,0.05,0.05,0.0,1,1,0.45,False,False,True,True,0.149,0.149,True
396901,396901,396901.0,0.0,0.05,0.1,0.0,1,1,0.45,False,False,True,True,0.2,0.2,True
396902,396902,396902.0,0.0,0.05,0.15,0.0,1,1,0.45,False,False,True,True,0.216,0.216,True
396903,396903,396903.0,0.0,0.05,0.2,0.0,1,1,0.45,False,False,True,True,0.224,0.224,True
396904,396904,396904.0,0.0,0.05,0.25,0.0,1,1,0.45,False,False,True,True,0.23,0.23,True
396905,396905,396905.0,0.0,0.05,0.3,0.0,1,1,0.45,False,False,True,True,0.233,0.233,True
396906,396906,396906.0,0.0,0.05,0.35,0.0,1,1,0.45,False,False,True,True,0.236,0.236,True
396907,396907,396907.0,0.0,0.05,0.4,0.0,1,1,0.45,False,False,True,True,0.237,0.237,True
396908,396908,396908.0,0.0,0.05,0.45,0.0,1,1,0.45,False,False,True,True,0.239,0.239,True
396909,396909,396909.0,0.0,0.05,0.5,0.0,1,1,0.45,False,False,True,True,0.24,0.24,True
396910,396910,396910.0,0.0,0.05,0.55,0.0,1,1,0.45,False,False,True,True,0.241,0.241,True
396911,396911,396911.0,0.0,0.05,0.6,0.0,1,1,0.45,False,False,True,True,0.241,0.241,True
396912,396912,396912.0,0.0,0.05,0.65,0.0,1,1,0.45,False,False,True,True,0.242,0.242,True
396913,396913,396913.0,0.0,0.05,0.7,0.0,1,1,0.45,False,False,True,True,0.243,0.243,True
396914,396914,396914.0,0.0,0.05,0.75,0.0,1,1,0.45,False,False,True,True,0.243,0.243,True
396915,396915,396915.0,0.0,0.05,0.8,0.0,1,1,0.45,False,False,True,True,0.244,0.244,True
396916,396916,396916.0,0.0,0.05,0.85,0.0,1,1,0.45,False,False,True,True,0.244,0.244,True
396917,396917,396917.0,0.0,0.05,0.9,0.0,1,1,0.45,False,False,True,True,0.244,0.244,True
396918,396918,396918.0,0.0,0.05,0.95,0.0,1,1,0.45,False,False,True,True,0.245,0.245,True
396919,396919,396919.0,0.0,0.05,1.0,0.0,1,1,0.45,False,False,True,True,0.255,0.255,True
396926,396926,396926.0,0.0,0.05,0.4,0.05,1,1,0.45,False,False,True,True,0.025,0.025,True
396927,396927,396927.0,0.0,0.05,0.45,0.05,1,1,0.45,False,False,True,True,0.07,0.07,True
396928,396928,396928.0,0.0,0.05,0.5,0.05,1,1,0.45,False,False,True,True,0.1,0.1,True
396929,396929,396929.0,0.0,0.05,0.55,0.05,1,1,0.45,False,False,True,True,0.121,0.121,True
396930,396930,396930.0,0.0,0.05,0.6,0.05,1,1,0.45,False,False,True,True,0.138,0.138,True
396931,396931,396931.0,0.0,0.05,0.65,0.05,1,1,0.45,False,False,True,True,0.15,0.15,True
396932,396932,396932.0,0.0,0.05,0.7,0.05,1,1,0.45,False,False,True,True,0.16,0.16,True
396933,396933,396933.0,0.0,0.05,0.75,0.05,1,1,0.45,False,False,True,True,0.168,0.168,True
396934,396934,396934.0,0.0,0.05,0.8,0.05,1,1,0.45,False,False,True,True,0.175,0.175,True
396935,396935,396935.0,0.0,0.05,0.85,0.05,1,1,0.45,False,False,True,True,0.181,0.181,True
396936,396936,396936.0,0.0,0.05,0.9,0.05,1,1,0.45,False,False,True,True,0.186,0.186,True
396937,396937,396937.0,0.0,0.05,0.95,0.05,1,1,0.45,False,False,True,True,0.19,0.19,True
396938,396938,396938.0,0.0,0.05,1.0,0.05,1,1,0.45,False,False,True,True,0.206,0.206,True
396950,396950,396950.0,0.0,0.05,0.7,0.1,1,1,0.45,False,False,True,True,0.035,0.035,True
396951,396951,396951.0,0.0,0.05,0.75,0.1,1,1,0.45,False,False,True,True,0.062,0.062,True
396952,396952,396952.0,0.0,0.05,0.8,0.1,1,1,0.45,False,False,True,True,0.083,0.083,True
396953,396953,396953.0,0.0,0.05,0.85,0.1,1,1,0.45,False,False,True,True,0.1,0.1,True
396954,396954,396954.0,0.0,0.05,0.9,0.1,1,1,0.45,False,False,True,True,0.114,0.114,True
396955,396955,396955.0,0.0,0.05,0.95,0.1,1,1,0.45,False,False,True,True,0.125,0.125,True
396956,396956,396956.0,0.0,0.05,1.0,0.1,1,1,0.45,False,False,True,True,0.15,0.15,True
396972,396972,396972.0,0.0,0.05,0.95,0.15,1,1,0.45,False,False,True,True,0.016,0.016,True
396973,396973,396973.0,0.0,0.05,1.0,0.15,1,1,0.45,False,False,True,True,0.06,0.06,True
397111,397111,397111.0,0.0,0.1,0.1,0.0,1,1,0.45,False,False,True,True,0.15,0.15,True
397112,397112,397112.0,0.0,0.1,0.15,0.0,1,1,0.45,False,False,True,True,0.184,0.184,True
397113,397113,397113.0,0.0,0.1,0.2,0.0,1,1,0.45,False,False,True,True,0.2,0.2,True
397114,397114,397114.0,0.0,0.1,0.25,0.0,1,1,0.45,False,False,True,True,0.21,0.21,True
397115,397115,397115.0,0.0,0.1,0.3,0.0,1,1,0.45,False,False,True,True,0.217,0.217,True
397116,397116,397116.0,0.0,0.1,0.35,0.0,1,1,0.45,False,False,True,True,0.222,0.222,True
397117,397117,397117.0,0.0,0.1,0.4,0.0,1,1,0.45,False,False,True,True,0.225,0.225,True
397118,397118,397118.0,0.0,0.1,0.45,0.0,1,1,0.45,False,False,True,True,0.228,0.228,True
397119,397119,397119.0,0.0,0.1,0.5,0.0,1,1,0.45,False,False,True,True,0.23,0.23,True
397120,397120,397120.0,0.0,0.1,0.55,0.0,1,1,0.45,False,False,True,True,0.232,0.232,True
397121,397121,397121.0,0.0,0.1,0.6,0.0,1,1,0.45,False,False,True,True,0.233,0.233,True
397122,397122,397122.0,0.0,0.1,0.65,0.0,1,1,0.45,False,False,True,True,0.234,0.234,True
397123,397123,397123.0,0.0,0.1,0.7,0.0,1,1,0.45,False,False,True,True,0.236,0.236,True
397124,397124,397124.0,0.0,0.1,0.75,0.0,1,1,0.45,False,False,True,True,0.236,0.236,True
397125,397125,397125.0,0.0,0.1,0.8,0.0,1,1,0.45,False,False,True,True,0.238,0.238,True
397126,397126,397126.0,0.0,0.1,0.85,0.0,1,1,0.45,False,False,True,True,0.238,0.238,True
397127,397127,397127.0,0.0,0.1,0.9,0.0,1,1,0.45,False,False,True,True,0.239,0.239,True
397128,397128,397128.0,0.0,0.1,0.95,0.0,1,1,0.45,False,False,True,True,0.25,0.25,True
397129,397129,397129.0,0.0,0.1,1.0,0.0,1,1,0.45,False,False,True,True,0.26,0.26,True
397138,397138,397138.0,0.0,0.1,0.5,0.05,1,1,0.45,False,False,True,True,0.01,0.01,True
397139,397139,397139.0,0.0,0.1,0.55,0.05,1,1,0.45,False,False,True,True,0.05,0.05,True
397140,397140,397140.0,0.0,0.1,0.6,0.05,1,1,0.45,False,False,True,True,0.078,0.078,True
397141,397141,397141.0,0.0,0.1,0.65,0.05,1,1,0.45,False,False,True,True,0.1,0.1,True
397142,397142,397142.0,0.0,0.1,0.7,0.05,1,1,0.45,False,False,True,True,0.117,0.117,True
397143,397143,397143.0,0.0,0.1,0.75,0.05,1,1,0.45,False,False,True,True,0.13,0.13,True
397144,397144,397144.0,0.0,0.1,0.8,0.05,1,1,0.45,False,False,True,True,0.141,0.141,True
397145,397145,397145.0,0.0,0.1,0.85,0.05,1,1,0.45,False,False,True,True,0.15,0.15,True
397146,397146,397146.0,0.0,0.1,0.9,0.05,1,1,0.45,False,False,True,True,0.158,0.158,True
397147,397147,397147.0,0.0,0.1,0.95,0.05,1,1,0.45,False,False,True,True,0.179,0.179,True
397148,397148,397148.0,0.0,0.1,1.0,0.05,1,1,0.45,False,False,True,True,0.196,0.196,True
397162,397162,397162.0,0.0,0.1,0.8,0.1,1,1,0.45,False,False,True,True,0.025,0.025,True
397163,397163,397163.0,0.0,0.1,0.85,0.1,1,1,0.45,False,False,True,True,0.05,0.05,True
397164,397164,397164.0,0.0,0.1,0.9,0.1,1,1,0.45,False,False,True,True,0.07,0.07,True
397165,397165,397165.0,0.0,0.1,0.95,0.1,1,1,0.45,False,False,True,True,0.104,0.104,True
397166,397166,397166.0,0.0,0.1,1.0,0.1,1,1,0.45,False,False,True,True,0.133,0.133,True
397183,397183,397183.0,0.0,0.1,1.0,0.15,1,1,0.45,False,False,True,True,0.028,0.028,True
397322,397322,397322.0,0.0,0.15,0.15,0.0,1,1,0.45,False,False,True,True,0.15,0.15,True
397323,397323,397323.0,0.0,0.15,0.2,0.0,1,1,0.45,False,False,True,True,0.174,0.174,True
397324,397324,397324.0,0.0,0.15,0.25,0.0,1,1,0.45,False,False,True,True,0.19,0.19,True
397325,397325,397325.0,0.0,0.15,0.3,0.0,1,1,0.45,False,False,True,True,0.2,0.2,True
397326,397326,397326.0,0.0,0.15,0.35,0.0,1,1,0.45,False,False,True,True,0.207,0.207,True
397327,397327,397327.0,0.0,0.15,0.4,0.0,1,1,0.45,False,False,True,True,0.212,0.212,True
397328,397328,397328.0,0.0,0.15,0.45,0.0,1,1,0.45,False,False,True,True,0.216,0.216,True
397329,397329,397329.0,0.0,0.15,0.5,0.0,1,1,0.45,False,False,True,True,0.22,0.22,True
397330,397330,397330.0,0.0,0.15,0.55,0.0,1,1,0.45,False,False,True,True,0.222,0.222,True
397331,397331,397331.0,0.0,0.15,0.6,0.0,1,1,0.45,False,False,True,True,0.225,0.225,True
397332,397332,397332.0,0.0,0.15,0.65,0.0,1,1,0.45,False,False,True,True,0.227,0.227,True
397333,397333,397333.0,0.0,0.15,0.7,0.0,1,1,0.45,False,False,True,True,0.228,0.228,True
397334,397334,397334.0,0.0,0.15,0.75,0.0,1,1,0.45,False,False,True,True,0.23,0.23,True
397335,397335,397335.0,0.0,0.15,0.8,0.0,1,1,0.45,False,False,True,True,0.231,0.231,True
397336,397336,397336.0,0.0,0.15,0.85,0.0,1,1,0.45,False,False,True,True,0.232,0.232,True
397337,397337,397337.0,0.0,0.15,0.9,0.0,1,1,0.45,False,False,True,True,0.244,0.244,True
397338,397338,397338.0,0.0,0.15,0.95,0.0,1,1,0.45,False,False,True,True,0.255,0.255,True
397339,397339,397339.0,0.0,0.15,1.0,0.0,1,1,0.45,False,False,True,True,0.265,0.265,True
397340,397340,397340.0,0.0,0.15,0.1,0.05,1,1,0.45,False,False,True,True,0.151,0.151,True
397349,397349,397349.0,0.0,0.15,0.55,0.05,1,1,0.45,False,False,True,True,0.033,0.033,True
397350,397350,397350.0,0.0,0.15,0.6,0.05,1,1,0.45,False,False,True,True,0.064,0.064,True
397351,397351,397351.0,0.0,0.15,0.65,0.05,1,1,0.45,False,False,True,True,0.087,0.087,True
397352,397352,397352.0,0.0,0.15,0.7,0.05,1,1,0.45,False,False,True,True,0.105,0.105,True
397353,397353,397353.0,0.0,0.15,0.75,0.05,1,1,0.45,False,False,True,True,0.12,0.12,True
397354,397354,397354.0,0.0,0.15,0.8,0.05,1,1,0.45,False,False,True,True,0.132,0.132,True
397355,397355,397355.0,0.0,0.15,0.85,0.05,1,1,0.45,False,False,True,True,0.141,0.141,True
397356,397356,397356.0,0.0,0.15,0.9,0.05,1,1,0.45,False,False,True,True,0.165,0.165,True
397357,397357,397357.0,0.0,0.15,0.95,0.05,1,1,0.45,False,False,True,True,0.185,0.185,True
397358,397358,397358.0,0.0,0.15,1.0,0.05,1,1,0.45,False,False,True,True,0.203,0.203,True
397374,397374,397374.0,0.0,0.15,0.9,0.1,1,1,0.45,False,False,True,True,0.039,0.039,True
397375,397375,397375.0,0.0,0.15,0.95,0.1,1,1,0.45,False,False,True,True,0.08,0.08,True
397376,397376,397376.0,0.0,0.15,1.0,0.1,1,1,0.45,False,False,True,True,0.114,0.114,True
397533,397533,397533.0,0.0,0.2,0.2,0.0,1,1,0.45,False,False,True,True,0.15,0.15,True
397534,397534,397534.0,0.0,0.2,0.25,0.0,1,1,0.45,False,False,True,True,0.17,0.17,True
397535,397535,397535.0,0.0,0.2,0.3,0.0,1,1,0.45,False,False,True,True,0.183,0.183,True
397536,397536,397536.0,0.0,0.2,0.35,0.0,1,1,0.45,False,False,True,True,0.193,0.193,True
397537,397537,397537.0,0.0,0.2,0.4,0.0,1,1,0.45,False,False,True,True,0.2,0.2,True
397538,397538,397538.0,0.0,0.2,0.45,0.0,1,1,0.45,False,False,True,True,0.205,0.205,True
397539,397539,397539.0,0.0,0.2,0.5,0.0,1,1,0.45,False,False,True,True,0.21,0.21,True
397540,397540,397540.0,0.0,0.2,0.55,0.0,1,1,0.45,False,False,True,True,0.214,0.214,True
397541,397541,397541.0,0.0,0.2,0.6,0.0,1,1,0.45,False,False,True,True,0.217,0.217,True
397542,397542,397542.0,0.0,0.2,0.65,0.0,1,1,0.45,False,False,True,True,0.219,0.219,True
397543,397543,397543.0,0.0,0.2,0.7,0.0,1,1,0.45,False,False,True,True,0.221,0.221,True
397544,397544,397544.0,0.0,0.2,0.75,0.0,1,1,0.45,False,False,True,True,0.223,0.223,True
397545,397545,397545.0,0.0,0.2,0.8,0.0,1,1,0.45,False,False,True,True,0.225,0.225,True
397546,397546,397546.0,0.0,0.2,0.85,0.0,1,1,0.45,False,False,True,True,0.238,0.238,True
397547,397547,397547.0,0.0,0.2,0.9,0.0,1,1,0.45,False,False,True,True,0.25,0.25,True
397548,397548,397548.0,0.0,0.2,0.95,0.0,1,1,0.45,False,False,True,True,0.26,0.26,True
397549,397549,397549.0,0.0,0.2,1.0,0.0,1,1,0.45,False,False,True,True,0.27,0.27,True
397551,397551,397551.0,0.0,0.2,0.15,0.05,1,1,0.45,False,False,True,True,0.15,0.15,True
397559,397559,397559.0,0.0,0.2,0.55,0.05,1,1,0.45,False,False,True,True,0.017,0.017,True
397560,397560,397560.0,0.0,0.2,0.6,0.05,1,1,0.45,False,False,True,True,0.05,0.05,True
397561,397561,397561.0,0.0,0.2,0.65,0.05,1,1,0.45,False,False,True,True,0.075,0.075,True
397562,397562,397562.0,0.0,0.2,0.7,0.05,1,1,0.45,False,False,True,True,0.095,0.095,True
397563,397563,397563.0,0.0,0.2,0.75,0.05,1,1,0.45,False,False,True,True,0.11,0.11,True
397564,397564,397564.0,0.0,0.2,0.8,0.05,1,1,0.45,False,False,True,True,0.123,0.123,True
397565,397565,397565.0,0.0,0.2,0.85,0.05,1,1,0.45,False,False,True,True,0.15,0.15,True
397566,397566,397566.0,0.0,0.2,0.9,0.05,1,1,0.45,False,False,True,True,0.173,0.173,True
397567,397567,397567.0,0.0,0.2,0.95,0.05,1,1,0.45,False,False,True,True,0.193,0.193,True
397568,397568,397568.0,0.0,0.2,1.0,0.05,1,1,0.45,False,False,True,True,0.21,0.21,True
397585,397585,397585.0,0.0,0.2,0.95,0.1,1,1,0.45,False,False,True,True,0.05,0.05,True
397586,397586,397586.0,0.0,0.2,1.0,0.1,1,1,0.45,False,False,True,True,0.09,0.09,True
397743,397743,397743.0,0.0,0.25,0.2,0.0,1,1,0.45,False,False,True,True,0.016,0.016,True
397744,397744,397744.0,0.0,0.25,0.25,0.0,1,1,0.45,False,False,True,True,0.15,0.15,True
397745,397745,397745.0,0.0,0.25,0.3,0.0,1,1,0.45,False,False,True,True,0.167,0.167,True
397746,397746,397746.0,0.0,0.25,0.35,0.0,1,1,0.45,False,False,True,True,0.178,0.178,True
397747,397747,397747.0,0.0,0.25,0.4,0.0,1,1,0.45,False,False,True,True,0.187,0.187,True
397748,397748,397748.0,0.0,0.25,0.45,0.0,1,1,0.45,False,False,True,True,0.195,0.195,True
397749,397749,397749.0,0.0,0.25,0.5,0.0,1,1,0.45,False,False,True,True,0.2,0.2,True
397750,397750,397750.0,0.0,0.25,0.55,0.0,1,1,0.45,False,False,True,True,0.204,0.204,True
397751,397751,397751.0,0.0,0.25,0.6,0.0,1,1,0.45,False,False,True,True,0.208,0.208,True
397752,397752,397752.0,0.0,0.25,0.65,0.0,1,1,0.45,False,False,True,True,0.211,0.211,True
397753,397753,397753.0,0.0,0.25,0.7,0.0,1,1,0.45,False,False,True,True,0.214,0.214,True
397754,397754,397754.0,0.0,0.25,0.75,0.0,1,1,0.45,False,False,True,True,0.216,0.216,True
397755,397755,397755.0,0.0,0.25,0.8,0.0,1,1,0.45,False,False,True,True,0.231,0.231,True
397756,397756,397756.0,0.0,0.25,0.85,0.0,1,1,0.45,False,False,True,True,0.244,0.244,True
397757,397757,397757.0,0.0,0.25,0.9,0.0,1,1,0.45,False,False,True,True,0.255,0.255,True
397758,397758,397758.0,0.0,0.25,0.95,0.0,1,1,0.45,False,False,True,True,0.266,0.266,True
397759,397759,397759.0,0.0,0.25,1.0,0.0,1,1,0.45,False,False,True,True,0.275,0.275,True
397762,397762,397762.0,0.0,0.25,0.2,0.05,1,1,0.45,False,False,True,True,0.149,0.149,True
397763,397763,397763.0,0.0,0.25,0.25,0.05,1,1,0.45,False,False,True,True,0.051,0.051,True
397770,397770,397770.0,0.0,0.25,0.6,0.05,1,1,0.45,False,False,True,True,0.035,0.035,True
397771,397771,397771.0,0.0,0.25,0.65,0.05,1,1,0.45,False,False,True,True,0.062,0.062,True
397772,397772,397772.0,0.0,0.25,0.7,0.05,1,1,0.45,False,False,True,True,0.083,0.083,True
397773,397773,397773.0,0.0,0.25,0.75,0.05,1,1,0.45,False,False,True,True,0.1,0.1,True
397774,397774,397774.0,0.0,0.25,0.8,0.05,1,1,0.45,False,False,True,True,0.132,0.132,True
397775,397775,397775.0,0.0,0.25,0.85,0.05,1,1,0.45,False,False,True,True,0.158,0.158,True
397776,397776,397776.0,0.0,0.25,0.9,0.05,1,1,0.45,False,False,True,True,0.181,0.181,True
397777,397777,397777.0,0.0,0.25,0.95,0.05,1,1,0.45,False,False,True,True,0.2,0.2,True
397778,397778,397778.0,0.0,0.25,1.0,0.05,1,1,0.45,False,False,True,True,0.216,0.216,True
397779,397779,397779.0,0.0,0.25,0.15,0.1,1,1,0.45,False,False,True,True,0.152,0.152,True
397794,397794,397794.0,0.0,0.25,0.9,0.1,1,1,0.45,False,False,True,True,0.012,0.012,True
397795,397795,397795.0,0.0,0.25,0.95,0.1,1,1,0.45,False,False,True,True,0.061,0.061,True
397796,397796,397796.0,0.0,0.25,1.0,0.1,1,1,0.45,False,False,True,True,0.1,0.1,True
397954,397954,397954.0,0.0,0.3,0.25,0.0,1,1,0.45,False,False,True,True,0.05,0.05,True
397955,397955,397955.0,0.0,0.3,0.3,0.0,1,1,0.45,False,False,True,True,0.15,0.15,True
397956,397956,397956.0,0.0,0.3,0.35,0.0,1,1,0.45,False,False,True,True,0.164,0.164,True
397957,397957,397957.0,0.0,0.3,0.4,0.0,1,1,0.45,False,False,True,True,0.175,0.175,True
397958,397958,397958.0,0.0,0.3,0.45,0.0,1,1,0.45,False,False,True,True,0.183,0.183,True
397959,397959,397959.0,0.0,0.3,0.5,0.0,1,1,0.45,False,False,True,True,0.19,0.19,True
397960,397960,397960.0,0.0,0.3,0.55,0.0,1,1,0.45,False,False,True,True,0.196,0.196,True
397961,397961,397961.0,0.0,0.3,0.6,0.0,1,1,0.45,False,False,True,True,0.2,0.2,True
397962,397962,397962.0,0.0,0.3,0.65,0.0,1,1,0.45,False,False,True,True,0.204,0.204,True
397963,397963,397963.0,0.0,0.3,0.7,0.0,1,1,0.45,False,False,True,True,0.207,0.207,True
397964,397964,397964.0,0.0,0.3,0.75,0.0,1,1,0.45,False,False,True,True,0.223,0.223,True
397965,397965,397965.0,0.0,0.3,0.8,0.0,1,1,0.45,False,False,True,True,0.238,0.238,True
397966,397966,397966.0,0.0,0.3,0.85,0.0,1,1,0.45,False,False,True,True,0.25,0.25,True
397967,397967,397967.0,0.0,0.3,0.9,0.0,1,1,0.45,False,False,True,True,0.261,0.261,True
397968,397968,397968.0,0.0,0.3,0.95,0.0,1,1,0.45,False,False,True,True,0.271,0.271,True
397969,397969,397969.0,0.0,0.3,1.0,0.0,1,1,0.45,False,False,True,True,0.28,0.28,True
397973,397973,397973.0,0.0,0.3,0.25,0.05,1,1,0.45,False,False,True,True,0.15,0.15,True
397974,397974,397974.0,0.0,0.3,0.3,0.05,1,1,0.45,False,False,True,True,0.075,0.075,True
397980,397980,397980.0,0.0,0.3,0.6,0.05,1,1,0.45,False,False,True,True,0.021,0.021,True
397981,397981,397981.0,0.0,0.3,0.65,0.05,1,1,0.45,False,False,True,True,0.05,0.05,True
397982,397982,397982.0,0.0,0.3,0.7,0.05,1,1,0.45,False,False,True,True,0.072,0.072,True
397983,397983,397983.0,0.0,0.3,0.75,0.05,1,1,0.45,False,False,True,True,0.11,0.11,True
397984,397984,397984.0,0.0,0.3,0.8,0.05,1,1,0.45,False,False,True,True,0.141,0.141,True
397985,397985,397985.0,0.0,0.3,0.85,0.05,1,1,0.45,False,False,True,True,0.167,0.167,True
397986,397986,397986.0,0.0,0.3,0.9,0.05,1,1,0.45,False,False,True,True,0.188,0.188,True
